system:index,month,precip_mm_day,product,station_id,year,.geo
20010101000000_0_0,1,0.0,GPM_IMERG,WA016,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010201000000_0_0,2,0.021850323,GPM_IMERG,WA016,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010301000000_0_0,3,0.0,GPM_IMERG,WA016,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010401000000_0_0,4,0.013308068,GPM_IMERG,WA016,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010501000000_0_0,5,0.016415235,GPM_IMERG,WA016,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010601000000_0_0,6,0.048654035,GPM_IMERG,WA016,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010701000000_0_0,7,0.48299494,GPM_IMERG,WA016,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010801000000_0_0,8,2.1095083,GPM_IMERG,WA016,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010901000000_0_0,9,1.9866089,GPM_IMERG,WA016,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
20011001000000_0_0,10,0.0,GPM_IMERG,WA016,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
20011101000000_0_0,11,0.19763075,GPM_IMERG,WA016,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
20011201000000_0_0,12,0.04857891,GPM_IMERG,WA016,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
20020101000000_0_0,1,0.59474367,GPM_IMERG,WA016,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
20020201000000_0_0,2,0.0,GPM_IMERG,WA016,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
20020301000000_0_0,3,0.0,GPM_IMERG,WA016,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
20020401000000_0_0,4,0.0,GPM_IMERG,WA016,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
20020501000000_0_0,5,0.035350632,GPM_IMERG,WA016,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
20020601000000_0_0,6,0.029252179,GPM_IMERG,WA016,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
20020701000000_0_0,7,0.06796211,GPM_IMERG,WA016,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
20020801000000_0_0,8,0.69695324,GPM_IMERG,WA016,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
20020901000000_0_0,9,0.9313108,GPM_IMERG,WA016,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
